record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0308,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4212,16.3125,2023,May,Pre-Monsoon,6.37,1210.0,786.5,262.2,15.4,132.6,1.03,459.3,0.08,1.65,1.68,52.5,Synthetic Environmental Simulation,2023,70,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.59,-64.2,-0.093,0,30.7,0.31,0.05,0.35,0.65,0.35,0.26,MODERATE
DEMO_REC_0309,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5963,14.7069,2024,May,Pre-Monsoon,7.49,1012.6,658.2,177.9,22.7,104.5,0.94,379.1,0.14,3.17,2.38,40.5,Synthetic Environmental Simulation,2024,98,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.67,-72.39,-0.139,0,25.8,0.44,0.02,0.33,0.25,0.35,0.09,LOW
DEMO_REC_0310,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.744,26.1394,2022,July,Monsoon,6.86,551.9,358.7,166.2,69.8,91.4,0.45,399.9,0.1,2.49,1.82,572.2,Synthetic Environmental Simulation,2022,143,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.67,290.14,0.104,1,56.4,0.64,0.09,1.0,0.65,0.35,1.0,HIGH
DEMO_REC_0311,Assam,Cachar,Cachar Central,Cachar Station-2,92.7554,24.8034,2023,July,Monsoon,6.82,1130.5,734.8,116.5,23.0,113.6,0.63,247.3,0.22,0.27,4.18,341.6,Synthetic Environmental Simulation,2023,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.22,132.91,-0.113,0,35.8,0.43,0.03,0.81,0.25,0.35,0.19,MODERATE
DEMO_REC_0312,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6303,27.0877,2024,July,Monsoon,7.36,1282.4,833.6,129.0,12.7,127.2,1.17,242.4,0.64,2.62,6.89,448.4,Synthetic Environmental Simulation,2024,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.89,205.73,-0.081,0,39.5,0.4,0.04,0.97,0.25,0.35,0.31,MODERATE
DEMO_REC_0313,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1136,11.6626,2022,November,Post-Monsoon,7.17,1624.1,1055.7,263.9,8.5,83.5,0.86,308.5,0.07,2.98,8.66,44.7,Synthetic Environmental Simulation,2022,105,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.52,-0.112,0,28.5,0.47,0.07,0.34,0.25,0.35,0.19,LOW
DEMO_REC_0314,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3169,16.2423,2023,November,Post-Monsoon,7.25,1152.1,748.9,199.9,26.7,135.3,0.78,88.3,0.3,2.43,0.39,47.8,Synthetic Environmental Simulation,2023,112,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.41,-0.159,0,27.5,0.5,0.03,0.34,0.25,0.35,0.02,LOW
DEMO_REC_0315,Maharashtra,Latur,Latur Central,Latur Station-1,76.5855,18.4523,2024,November,Post-Monsoon,7.27,1346.1,875.0,171.3,30.0,163.2,1.45,202.6,0.8,0.57,4.8,42.4,Synthetic Environmental Simulation,2024,97,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.65,-71.09,-0.15,0,26.3,0.43,0.05,0.34,0.25,0.35,0.05,LOW
DEMO_REC_0316,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1163,11.6385,2022,May,Pre-Monsoon,7.23,1153.6,749.8,212.6,14.8,73.8,1.26,314.2,0.23,2.65,0.96,58.3,Synthetic Environmental Simulation,2022,92,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.55,-60.25,-0.156,0,31.7,0.41,0.03,0.36,0.65,0.35,0.03,MODERATE
DEMO_REC_0317,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2815,13.0721,2023,May,Pre-Monsoon,7.85,1069.6,695.2,85.5,16.5,79.5,0.39,153.9,0.26,5.39,0.49,78.7,Synthetic Environmental Simulation,2023,36,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.43,-46.34,-0.097,0,27.0,0.16,0.03,0.39,0.65,0.35,0.25,LOW
DEMO_REC_0318,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.934,10.9745,2024,May,Pre-Monsoon,7.6,662.7,430.8,194.5,29.5,107.4,1.06,218.3,0.22,4.86,1.89,66.8,Synthetic Environmental Simulation,2024,104,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.5,-54.45,-0.066,0,28.1,0.46,0.0,0.37,0.25,0.35,0.36,LOW
DEMO_REC_0319,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1496,9.9334,2022,July,Monsoon,7.15,1586.7,1031.4,141.7,13.0,118.8,1.12,354.3,0.07,4.38,2.45,300.5,Synthetic Environmental Simulation,2022,93,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.97,104.89,-0.087,0,35.6,0.41,0.07,0.74,0.25,0.35,0.29,MODERATE
DEMO_REC_0320,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6858,10.8228,2023,July,Monsoon,7.23,307.7,200.0,229.8,27.7,121.9,1.37,181.5,1.09,0.56,0.03,302.3,Synthetic Environmental Simulation,2023,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.98,106.11,0.029,1,34.8,0.36,0.01,0.74,0.25,0.35,0.72,MODERATE
DEMO_REC_0321,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2673,17.6711,2024,July,Monsoon,6.93,734.8,477.6,270.7,19.1,108.0,1.78,207.1,0.06,0.1,0.07,408.4,Synthetic Environmental Simulation,2024,83,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.64,178.46,-0.057,0,43.4,0.37,0.03,0.91,0.65,0.35,0.4,MODERATE
DEMO_REC_0322,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6169,16.4581,2022,November,Post-Monsoon,7.47,1153.6,749.8,161.5,3.0,128.8,1.15,213.0,0.47,10.8,0.87,62.9,Synthetic Environmental Simulation,2022,85,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.11,-0.102,0,26.1,0.38,0.03,0.37,0.25,0.35,0.23,LOW
DEMO_REC_0323,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.448,16.2903,2023,November,Post-Monsoon,7.21,147.3,95.7,97.7,30.2,141.2,0.72,288.3,0.03,0.42,1.74,32.5,Synthetic Environmental Simulation,2023,116,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.72,-77.84,0.041,1,36.4,0.52,0.0,0.32,0.65,0.35,0.76,MODERATE
DEMO_REC_0324,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.558,14.6383,2024,November,Post-Monsoon,7.93,1116.7,725.9,147.6,4.8,138.3,1.71,372.3,0.34,2.11,2.83,45.6,Synthetic Environmental Simulation,2024,76,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.63,-68.91,-0.064,0,25.7,0.34,0.05,0.34,0.25,0.35,0.37,LOW
DEMO_REC_0325,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7595,26.1638,2022,May,Pre-Monsoon,7.03,1895.9,1232.3,179.7,80.2,161.2,1.2,298.3,0.36,1.81,13.9,14.6,Synthetic Environmental Simulation,2022,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.83,-90.05,0.062,1,31.9,0.12,0.23,0.29,0.65,0.35,0.84,MODERATE
DEMO_REC_0326,Assam,Cachar,Cachar Central,Cachar Station-2,92.8141,24.7966,2023,May,Pre-Monsoon,7.27,465.0,302.2,234.9,12.1,140.6,0.65,224.9,0.05,0.51,0.6,69.3,Synthetic Environmental Simulation,2023,46,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.49,-52.75,-0.029,0,22.4,0.2,0.0,0.38,0.25,0.35,0.5,LOW
DEMO_REC_0327,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6563,27.1071,2024,May,Pre-Monsoon,7.22,1273.3,827.6,261.6,7.4,141.8,0.86,273.1,0.15,5.04,0.84,27.2,Synthetic Environmental Simulation,2024,65,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.75,-81.45,-0.139,0,22.3,0.29,0.04,0.31,0.25,0.35,0.09,LOW
DEMO_REC_0328,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1068,11.7312,2022,July,Monsoon,7.5,1097.9,713.6,204.7,19.1,188.3,0.71,300.3,0.4,0.13,0.15,178.4,Synthetic Environmental Simulation,2022,71,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.2,21.64,-0.115,0,27.7,0.32,0.03,0.55,0.25,0.35,0.18,LOW
DEMO_REC_0329,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3912,16.1624,2023,July,Monsoon,6.71,1229.8,799.4,290.5,56.3,132.3,1.48,253.4,0.21,0.02,2.03,413.6,Synthetic Environmental Simulation,2023,59,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.68,182.0,-0.045,0,36.4,0.26,0.08,0.92,0.25,0.35,0.44,MODERATE
DEMO_REC_0330,Maharashtra,Latur,Latur Central,Latur Station-1,76.5315,18.4328,2024,July,Monsoon,7.14,1621.8,1054.2,162.9,13.9,162.2,1.12,165.5,0.04,0.86,0.82,281.9,Synthetic Environmental Simulation,2024,88,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.85,92.21,-0.085,0,34.6,0.39,0.07,0.71,0.25,0.35,0.29,MODERATE
DEMO_REC_0331,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1469,11.615,2022,November,Post-Monsoon,6.65,1121.5,729.0,234.2,40.4,85.6,0.84,244.2,0.03,3.43,0.04,12.3,Synthetic Environmental Simulation,2022,20,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.84,-91.61,-0.097,0,23.3,0.09,0.03,0.29,0.65,0.35,0.25,LOW
DEMO_REC_0332,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.252,13.1014,2023,November,Post-Monsoon,7.26,1082.2,703.4,174.6,19.7,156.6,0.76,337.0,0.5,0.87,1.77,63.6,Synthetic Environmental Simulation,2023,53,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.52,-56.64,-0.15,0,27.5,0.24,0.03,0.37,0.65,0.35,0.05,LOW
DEMO_REC_0333,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9162,10.9721,2024,November,Post-Monsoon,7.64,1599.1,1039.4,114.5,89.1,51.2,1.15,414.3,0.06,1.98,3.76,47.9,Synthetic Environmental Simulation,2024,81,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.34,0.017,1,32.3,0.36,0.23,0.35,0.25,0.35,0.67,MODERATE
DEMO_REC_0334,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.0931,9.8803,2022,May,Pre-Monsoon,6.41,1171.0,761.1,112.8,20.3,111.3,0.5,154.5,0.79,5.06,3.69,49.5,Synthetic Environmental Simulation,2022,16,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.25,-0.102,0,18.2,0.07,0.04,0.35,0.25,0.35,0.23,LOW
DEMO_REC_0335,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7175,10.8305,2023,May,Pre-Monsoon,7.07,1013.9,659.0,141.0,18.9,150.8,1.51,333.7,0.03,5.03,2.07,34.0,Synthetic Environmental Simulation,2023,78,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.71,-76.82,-0.151,0,23.2,0.35,0.02,0.32,0.25,0.35,0.05,LOW
DEMO_REC_0336,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1818,17.6913,2024,May,Pre-Monsoon,7.6,1426.1,927.0,282.1,1.2,151.1,1.54,307.1,0.3,0.2,0.36,36.9,Synthetic Environmental Simulation,2024,52,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.69,-74.84,-0.085,0,28.6,0.23,0.06,0.33,0.65,0.35,0.29,LOW
DEMO_REC_0337,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6801,16.4949,2022,July,Monsoon,6.95,1183.5,769.3,215.8,28.4,124.2,1.59,262.1,0.19,3.89,2.77,208.3,Synthetic Environmental Simulation,2022,25,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.39,42.02,-0.124,0,23.8,0.11,0.04,0.6,0.25,0.35,0.15,LOW
DEMO_REC_0338,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4562,16.2592,2023,July,Monsoon,7.51,1379.0,896.4,246.1,48.5,115.6,0.36,343.5,0.13,4.38,3.63,259.8,Synthetic Environmental Simulation,2023,16,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.71,77.14,-0.08,0,31.8,0.07,0.07,0.68,0.65,0.35,0.31,MODERATE
DEMO_REC_0339,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.629,14.6783,2024,July,Monsoon,7.18,1436.2,933.5,231.9,17.6,138.6,1.42,200.0,0.02,1.05,3.3,419.2,Synthetic Environmental Simulation,2024,30,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.71,185.82,-0.101,0,31.8,0.13,0.06,0.93,0.25,0.35,0.23,MODERATE
DEMO_REC_0340,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.746,26.0985,2022,November,Post-Monsoon,6.49,419.3,272.5,151.9,23.7,103.7,1.56,166.5,0.63,0.7,2.4,40.7,Synthetic Environmental Simulation,2022,107,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.67,-72.25,0.003,1,35.1,0.48,0.01,0.33,0.65,0.35,0.62,MODERATE
DEMO_REC_0341,Assam,Cachar,Cachar Central,Cachar Station-2,92.738,24.8379,2023,November,Post-Monsoon,7.67,1368.3,889.4,155.4,53.3,103.0,0.39,366.2,0.01,0.13,2.55,50.9,Synthetic Environmental Simulation,2023,28,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.6,-65.3,-0.079,0,21.0,0.12,0.08,0.35,0.25,0.35,0.32,LOW
DEMO_REC_0342,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6241,27.1498,2024,November,Post-Monsoon,7.18,1371.8,891.7,155.0,33.1,143.5,1.33,304.0,0.1,2.96,1.1,57.6,Synthetic Environmental Simulation,2024,101,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.56,-60.73,-0.131,0,27.6,0.45,0.05,0.36,0.25,0.35,0.12,LOW
DEMO_REC_0343,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1004,11.6982,2022,May,Pre-Monsoon,7.74,1853.5,1204.8,222.3,46.1,138.0,0.38,327.8,0.1,2.56,1.13,54.0,Synthetic Environmental Simulation,2022,15,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.58,-63.18,0.004,1,21.6,0.07,0.1,0.35,0.25,0.35,0.63,LOW
DEMO_REC_0344,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3917,16.1609,2023,May,Pre-Monsoon,7.45,978.3,635.9,214.1,11.0,119.2,0.32,232.5,0.76,9.33,0.75,58.3,Synthetic Environmental Simulation,2023,68,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.55,-60.25,-0.137,0,23.0,0.3,0.02,0.36,0.25,0.35,0.1,LOW
DEMO_REC_0345,Maharashtra,Latur,Latur Central,Latur Station-1,76.5678,18.4483,2024,May,Pre-Monsoon,6.89,1558.9,1013.3,96.7,13.7,109.8,1.62,316.7,0.08,1.97,3.46,19.7,Synthetic Environmental Simulation,2024,46,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.8,-86.57,-0.116,0,21.3,0.2,0.08,0.3,0.25,0.35,0.18,LOW
DEMO_REC_0346,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1262,11.682,2022,July,Monsoon,6.96,872.5,567.1,134.4,52.4,80.0,0.45,320.6,0.05,6.43,5.17,621.2,Synthetic Environmental Simulation,2022,146,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.98,323.55,0.029,1,54.0,0.65,0.04,1.0,0.65,0.35,0.72,HIGH
DEMO_REC_0347,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2425,13.0556,2023,July,Monsoon,6.7,1348.0,876.2,87.5,0.5,89.2,0.58,278.9,0.35,0.64,0.42,300.7,Synthetic Environmental Simulation,2023,65,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.97,105.02,-0.061,0,38.5,0.29,0.05,0.74,0.65,0.35,0.39,MODERATE
DEMO_REC_0348,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9165,11.0467,2024,July,Monsoon,7.25,1230.4,799.8,111.7,54.1,56.3,1.44,235.2,0.83,7.07,0.58,353.3,Synthetic Environmental Simulation,2024,47,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.3,140.89,-0.077,0,32.4,0.21,0.07,0.82,0.25,0.35,0.32,MODERATE
DEMO_REC_0349,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1574,9.9226,2022,November,Post-Monsoon,7.43,1043.2,678.1,212.4,8.1,156.6,0.75,212.2,0.69,6.85,11.71,43.1,Synthetic Environmental Simulation,2022,76,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.61,-0.139,0,23.5,0.34,0.02,0.34,0.25,0.35,0.09,LOW
DEMO_REC_0350,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6593,10.7579,2023,November,Post-Monsoon,7.53,1255.3,815.9,138.3,60.6,123.4,1.25,268.7,1.34,1.06,0.19,48.2,Synthetic Environmental Simulation,2023,90,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.14,-0.074,0,28.9,0.4,0.12,0.35,0.25,0.35,0.34,LOW
DEMO_REC_0351,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1889,17.715,2024,November,Post-Monsoon,7.89,1056.6,686.8,203.7,16.5,27.5,1.36,310.3,0.39,3.86,0.84,26.8,Synthetic Environmental Simulation,2024,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.75,-81.73,-0.102,0,31.4,0.4,0.02,0.31,0.65,0.35,0.23,MODERATE
DEMO_REC_0352,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6426,16.5405,2022,May,Pre-Monsoon,7.61,1521.6,989.0,126.0,13.7,113.1,1.1,234.2,1.67,1.61,5.08,72.5,Synthetic Environmental Simulation,2022,72,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.47,-50.57,-0.117,0,26.5,0.32,0.11,0.38,0.25,0.35,0.17,LOW
DEMO_REC_0353,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4679,16.3458,2023,May,Pre-Monsoon,7.07,857.9,557.6,199.1,36.0,83.6,0.34,179.6,0.18,1.06,0.57,62.3,Synthetic Environmental Simulation,2023,44,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.52,-0.115,0,26.6,0.2,0.01,0.37,0.65,0.35,0.18,LOW
DEMO_REC_0354,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5669,14.6825,2024,May,Pre-Monsoon,7.09,1562.8,1015.8,200.8,12.5,122.0,0.98,256.8,0.22,0.02,1.65,35.9,Synthetic Environmental Simulation,2024,97,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.7,-75.52,-0.125,0,27.0,0.43,0.07,0.33,0.25,0.35,0.15,LOW
DEMO_REC_0355,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7844,26.1214,2022,July,Monsoon,7.89,795.7,517.2,143.0,49.2,116.4,1.17,392.9,0.01,1.95,0.16,555.4,Synthetic Environmental Simulation,2022,142,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.57,278.68,0.048,1,53.4,0.63,0.02,1.0,0.65,0.35,0.79,HIGH
DEMO_REC_0356,Assam,Cachar,Cachar Central,Cachar Station-2,92.7916,24.8037,2023,July,Monsoon,6.39,208.7,135.7,186.4,35.4,181.2,1.18,250.7,0.2,0.53,1.87,345.4,Synthetic Environmental Simulation,2023,36,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.25,135.5,0.096,1,32.6,0.16,0.01,0.81,0.25,0.35,0.97,MODERATE
DEMO_REC_0357,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6187,27.0963,2024,July,Monsoon,7.13,1263.9,821.5,121.5,30.4,114.9,1.69,181.0,0.11,0.13,1.9,304.6,Synthetic Environmental Simulation,2024,39,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.99,107.68,-0.118,0,28.9,0.17,0.06,0.75,0.25,0.35,0.17,LOW
DEMO_REC_0358,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.153,11.7281,2022,November,Post-Monsoon,7.42,282.2,183.4,227.9,6.3,136.8,0.67,200.9,0.38,3.75,3.36,62.2,Synthetic Environmental Simulation,2022,91,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.53,-57.59,0.028,1,28.3,0.4,0.0,0.37,0.25,0.35,0.72,LOW
DEMO_REC_0359,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.2988,16.2085,2023,November,Post-Monsoon,7.3,716.7,465.9,199.9,13.7,155.6,0.36,220.0,0.36,0.89,0.94,39.6,Synthetic Environmental Simulation,2023,80,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.67,-73.0,-0.103,0,23.9,0.36,0.0,0.33,0.25,0.35,0.23,LOW
